,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
30,Leo,2023,"['Robert Marianetti', 'Robert Smigel', 'David Wachtenheim']","['Adam Sandler', 'Bill Burr', 'Jason Alexander', 'Rob Schneider', 'Jo Koy', 'Coulter Ibanez', 'Cecily Strong', 'Allison Strong', 'Sadie Sandler', 'Sunny Sandler']","Leo, un lézard blasé de 74 ans, vit dans une salle de classe en Floride depuis des décennies, avec une tortue pour copain de terrarium. Aussi, quand il apprend qu'il n'a plus qu'une année à vivre, Leo décide de s'enfuir pour découvrir la vie en liberté. Mais les petits écoliers anxieux le retiennent, craignant notamment l'arrivée d'une méchante professeure remplaçante. La liste des choses à faire absolument par le vieux lézard pendant sa dernière année de vie va s'avérer des plus étranges, mais aussi des plus gratifiantes…","['Animation', 'Comedy', 'Family']",102,7.0,39953,https://image.tmdb.org/t/p/original/pD6sL4vntUOXHmuvJPPZAgvyfd9.jpg,en,14.691399999999998,2.609,69.411,https://www.youtube.com/watch?v=KJMScOiJp-o
31,Asteroid City,2023,['Wes Anderson'],"['Jason Schwartzman', 'Tom Hanks', 'Jeffrey Wright', 'Bryan Cranston', 'Edward Norton', 'Jake Ryan', 'Rupert Friend', 'Scarlett Johansson', 'Grace Edwards', 'Maya Hawke']","Asteroid City est une ville minuscule, en plein désert, dans le sud-ouest des États-Unis. Nous sommes en 1955. Le site est surtout célèbre pour son gigantesque cratère de météorite et son observatoire astronomique à proximité. Ce week-end, les militaires et les astronomes accueillent cinq enfants surdoués, distingués pour leurs créations scientifiques, afin qu’ils présentent leurs inventions. À quelques kilomètres de là, par-delà les collines, on aperçoit des champignons atomiques provoqués par des essais nucléaires.","['Comedy', 'Drama']",105,6.5,124116,https://image.tmdb.org/t/p/original/76Fx5kjWnoxtHiKifs4wh52f8og.jpg,en,30.4478,18.701,24.166,https://www.youtube.com/watch?v=lQpTmrG1OeY
32,Gran Turismo,2023,['Neill Blomkamp'],"['David Harbour', 'Orlando Bloom', 'Archie Madekwe', 'Takehiro Hira', 'Darren Barnet', 'Djimon Hounsou', 'Josha Stradowski', 'Daniel Puig', 'Geri Horner', 'Maeve Courtier-Lilley']","Gran Turismo est inspiré de l'incroyable histoire vécue d'une invraisemblable bande d'infortunés – un amateur de jeu vidéo de classe ouvrière, un ex-pilote d'autos de course paumé et un idéaliste de l'industrie du sport motorisé. Ensemble, ils risquent tout pour percer dans le sport le plus prestigieux au monde. Gran Turismo est une captivante histoire et un feu roulant d'action qui prouvent que tout est possible lorsqu'on conduit avec l'énergie du désespoir.","['Adventure', 'Action', 'Drama']",134,7.1,112975,https://image.tmdb.org/t/p/original/vRIHkkuI6FKqUHPJbABbNLRM3VI.jpg,en,13.6827,3.143,71.104,https://www.youtube.com/watch?v=oS_E5W7URs4
33,Les Trois Mousquetaires : D'Artagnan,2023,['Martin Bourboulon'],"['François Civil', 'Vincent Cassel', 'Romain Duris', 'Pio Marmaï', 'Louis Garrel', 'Jacob Fortune-Lloyd', 'Eric Ruf', 'Eva Green', 'Vicky Krieps', 'Lyna Khoudri']","Du Louvre au Palais de Buckingham, des bas-fonds de Paris au siège de La Rochelle... Dans un Royaume divisé par les guerres de religion et menacé d’invasion par l’Angleterre, une poignée d’hommes et de femmes vont croiser leurs épées et lier leur destin à celui de la France.","['Adventure', 'Action', 'Drama', 'History']",121,6.7,22711,https://image.tmdb.org/t/p/original/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,fr,13.962,1.658,42.386,https://www.youtube.com/watch?v=wbe8rxkjG88
34,Les Gardiens de la Galaxie : Volume 3,2023,['James Gunn'],"['Chris Pratt', 'Chris Pratt', 'Chukwudi Iwuji', 'Bradley Cooper', 'Dave Bautista', 'Vin Diesel', 'Austin Freeman', 'Austin Freeman', 'Stephen Blackehart', 'Terence Rosemore', 'Pom Klementieff', 'Karen Gillan']","Peter Quill, encore sous le choc d'une terrible perte, doit rallier son équipe et se lancer dans une mission risquée et palpitante pour défendre l'univers et protéger Rocket. Pendant ce temps, une nouvelle force imprévisible menace de faire tomber les Gardiens pour de bon.","['Science Fiction', 'Adventure', 'Action']",150,7.9,406493,https://image.tmdb.org/t/p/original/aaGDsYYjltMxrwgs4qnHse4qlGX.jpg,en,25.453666666666667,13.995,106.977,https://www.youtube.com/watch?v=WxA-eZ72FsQ
35,Hunger Games : La Ballade du serpent et de l'oiseau chanteur,2023,['Francis Lawrence'],"['Tom Blyth', 'Dexter Sol Ansell', 'Clemens Schick', 'Rachel Zegler', 'Viola Davis', 'Rosa Gotzler', 'Fionnula Flanagan', 'Hunter Schafer', 'Ashley Liao', 'Athena Strates']","Le jeune Coriolanus est le dernier espoir de sa lignée, la famille Snow autrefois riche et fière est aujourd’hui tombée en disgrâce dans un Capitole d'après-guerre. À l’approche des 10ème Hunger Games, il est assigné à contrecœur à être le mentor de Lucy Gray Baird, une tribut originaire du District 12, le plus pauvre et le plus méprisé de Panem. Le charme de Lucy Gray ayant captivé le public, Snow y voit l’opportunité de changer son destin, et va s’allier à elle pour faire pencher le sort en leur faveur. Luttant contre ses instincts, déchiré entre le bien et le mal, Snow se lance dans une course contre la montre pour survivre et découvrir s’il deviendra finalement un oiseau chanteur ou un serpent.","['Drama', 'Science Fiction', 'Action']",157,6.7,146599,https://image.tmdb.org/t/p/original/A1FnJai5qjvtwYA8GiWYrqFA8Xo.jpg,en,12.15,11.218,83.465,https://www.youtube.com/watch?v=i9z0DyYEceA
36,The Killer,2023,['David Fincher'],"['Michael Fassbender', 'Charles Parnell', 'Arliss Howard', 'Emiliano Pernía', 'Gabriel Polanco', 'Sala Baker', 'Endre Hules', 'Tilda Swinton', ""Kerry O'Malley"", 'Sophie Charlotte']","Après un désastre évité de justesse, un tueur se bat contre ses employeurs et lui-même, dans une mission punitive à travers le monde qui n'a soi-disant rien de personnel.","['Crime', 'Thriller']",118,6.7,200852,https://image.tmdb.org/t/p/original/8L1UfKriUAdz0uJVTpQxdEuBWe4.jpg,en,10.3103,12.858,37.619,https://www.youtube.com/watch?v=NjEVqB9jojw
37,Saw X,2023,['Kevin Greutert'],"['Tobin Bell', 'Steven Brand', 'Joshua Okamoto', 'Octavio Hinojosa', 'Jorge Briseño', 'Costas Mandylor', 'Shawnee Smith', 'Synnøve Macody Lund', 'Renata Vaca', 'Paulette Hernandez']","Dans l'espoir d'une guérison miraculeuse, John Kramer se rend au Mexique pour une procédure médicale risquée et expérimentale, pour découvrir que toute l'opération est une arnaque visant à escroquer les plus vulnérables. Armé d'un nouvel objectif, le tristement célèbre tueur en série utilise des pièges dérangés et ingénieux pour renverser la situation contre les escrocs.","['Horror', 'Mystery', 'Thriller']",118,6.6,85327,https://image.tmdb.org/t/p/original/kCsp11TgrvRN229lYRdKU1bFO6o.jpg,en,8.0822,2.446,51.322,https://www.youtube.com/watch?v=Q4KyAhPmjU8
38,Migration,2023,['Benjamin Renner'],"['Kumail Nanjiani', 'Caspar Jennings', 'Danny DeVito', 'Keegan-Michael Key', 'David Mitchell', 'Tresi Gazal', 'Elizabeth Banks', 'Isabela Merced', 'Carol Kane', 'Awkwafina']","La routine règne chez les Colvert. Si papa Mack préfère garder les siens bien à l’abri dans leur étang de la Nouvelle-Angleterre, maman Pam veut changer les choses et faire découvrir le monde à leurs deux enfants, Dax l’ado et Gwen la cadette. Après qu’une famille de canards migrateurs s’est enflammée pour des récits parlant d’endroits très lointains, Pam persuade Mack d’embarquer la famille dans un long périple, depuis la ville de New York jusque sous les tropiques, en Jamaïque. Tandis que les Colvert s’envolent vers le Sud pour l’hiver, leurs projets bien rodés tombent rapidement à l’eau. Une expérience qui les pousse alors à étendre leurs horizons, à s’ouvrir à de nouveaux amis et à aller au-delà de leurs espoirs les plus fous, tout en apprenant davantage sur chacun et sur soi-même","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",83,6.6,36566,https://image.tmdb.org/t/p/original/3xGLxvuVvLoPhrCxkofkczfR6R5.jpg,en,25.087200000000003,2.035,210.692,https://www.youtube.com/watch?v=PhkAR_PD9VQ
39,Le Monde après nous,2023,['Sam Esmail'],"['Mahershala Ali', 'Ethan Hawke', 'Charlie Evans', 'Kevin Bacon', 'Josh Drennen', 'Julia Roberts', ""Myha'la"", 'Farrah Mackenzie', 'Alexis Rae Forlenza', 'Vanessa Aspillaga']","Amanda et son mari Clay louent une luxueuse villa pour y passer le week-end avec leurs enfants Archie et Rose. Leurs vacances sont bientôt interrompues lorsque deux inconnus G.H. et sa fille Ruth débarquent chez eux la nuit, annonçant une mystérieuse cyberattaque et cherchant à se réfugier dans cette maison qu'ils prétendent leur appartenir. Les deux familles affrontent alors une menace qui se rapproche inexorablement, obligeant chacun à reconsidérer sa place dans un monde qui s'écroule.","['Drama', 'Mystery', 'Thriller']",138,6.4,218253,https://image.tmdb.org/t/p/original/m8L9D17fnfBIxtL8IPZuX6gzJTu.jpg,en,15.9675,8.008,38.225,https://www.youtube.com/watch?v=glPta0GQkTI
40,Wonka,2023,['Paul King'],"['Timothée Chalamet', 'Gustave Die', 'Murray McArthur', 'Paul G. Raymond', 'Bertie Caplan', 'Kobna Holdbrook-Smith', 'Tom Davis', 'Isy Suttie', 'Matilda Tucker', 'Olivia Colman']","Inspiré du personnage principal hors du commun de Charlie et la Chocolaterie, le best-seller de Roald Dahl qui est aujourd'hui l'un des livres pour enfants les plus vendus de tous les temps, « Wonka » est une histoire merveilleuse retraçant la jeunesse de Willy Wonka, et comment il est devenu ce grand inventeur, magicien et chocolatier que nous connaissons aujourd'hui. Dans ce spectacle saisissant et d'une créativité sans limites, les spectateurs découvriront un Willy Wonka jeune, la tête débordant d'idées et bien décidé à changer le monde à coups de délicieuses chocolateries. Il vous montrera que les meilleures choses de la vie commencent par un rêve, et qu'en rencontrant Willy Wonka, tout devient possible.","['Comedy', 'Family', 'Fantasy']",116,7.0,163421,https://image.tmdb.org/t/p/original/aKK2C3SErXIhNdT9gI93as2b8GV.jpg,en,11.05,1.947,137.887,https://www.youtube.com/watch?v=PGiGs4Y16Kc
41,Late Night with the Devil,2023,"['Cameron Cairnes', 'Colin Cairnes']","['David Dastmalchian', 'Ian Bliss', 'Fayssal Bazzi', 'Rhys Auteri', 'Josh Quong Tart', 'Steve Mouzakis', 'Laura Gordon', 'Ingrid Torelli', 'Georgina Haig', 'Paula Arundell']","31 octobre 1977. Autrefois étoile montante du petit écran, Jack Delroy est confronté à la chute vertigineuse de l’audience de son émission. Déterminé à retrouver sa gloire perdue et à marquer les esprits, il planifie un show en direct « spécial Halloween » où il convie une série d’experts du paranormal, tous plus énigmatiques les uns que les autres. Mais sur le plateau, l'atmosphère festive fait rapidement place à l'angoisse. Durant cette nuit fatidique, Jack réalisera que le prix du succès peut être bien plus effrayant que ce qu'il avait imaginé…",['Horror'],93,7.0,103027,https://image.tmdb.org/t/p/original/hKESLquBOsjhg17nQXVEcKnEDbS.jpg,en,5.7396,1.8645,76.395,indisponible
42,Tout sauf toi,2023,['Will Gluck'],"['Glen Powell', 'Josh Bonello', 'Gata', 'Dermot Mulroney', 'Sydney Sweeney', 'Alexandra Shipp', 'Mia Artemis', 'Nat Buchanan', 'Hadley Robinson', 'Rachel Griffiths']","Bea et Ben ont tout du couple parfait, mais après un premier rendez-vous idéal, un incident refroidit leur attirance réciproque jusqu'à leurs retrouvailles inattendues lors d'un mariage en Australie. Ils font alors ce que n'importe quel adulte mature ferait dans cette situation : prétendre être en couple.","['Romance', 'Comedy']",103,6.1,128926,https://image.tmdb.org/t/p/original/41Dg2A3EsS3mAjeqVH1c2EdeGU3.jpg,en,22.8222,2.969,91.317,https://www.youtube.com/watch?v=kfohSIZAgJY
43,Tetris,2023,['Jon S. Baird'],"['Taron Egerton', 'Miles Barrow', 'Rick Yune', 'Nikita Efremov', 'Toby Jones', 'Aleksey Shedko', 'Oleg Stefan', 'Roger Allam', 'Mara Huf', 'Natalia Gonchar']","L'incroyable histoire du plus populaire des jeux vidéo et comment il a rencontré la ferveur des joueurs du monde entier. Henk Rogers découvre Tetris en 1988 et risque le tout pour le tout lorsqu'il se rend en URSS, où il s'allie à Alexey Pajitnov, pour faire connaître le jeu au monde entier. Inspiré d'une historie vraie, Tetris est un explosif thriller sur fond de guerre froide, avec des traîtres, des héros improbables et une infernale course contre la montre.","['Thriller', 'History', 'Drama']",118,7.4,90616,https://image.tmdb.org/t/p/original/obdw3SyT4TnCQIWHndOX7NQsdpj.jpg,en,7.6973,2.063,23.124,https://www.youtube.com/watch?v=loCVDF9Fu4g
44,Le Dernier Voyage du Demeter,2023,['André Øvredal'],"['Corey Hawkins', 'Liam Cunningham', 'David Dastmalchian', 'Chris Walley', 'Jon Jon Briones', 'Stefan Kapicic', 'Martin Furulund', 'Nikolai Nikolaeff', 'Woody Norman', 'Aisling Franciosi']","Le navire de commerce Demeter quitte la Transylvanie pour un long voyage vers Londres, avec à son bord une mystérieuse cargaison. D'étranges événements vont alors survenir et décimer peu à peu les membres d'équipage. Les survivants vont tenter de survivre à une présence qui sévit chaque nuit sur le Demeter.","['Horror', 'Thriller', 'Fantasy']",118,6.1,58404,https://image.tmdb.org/t/p/original/96QWb164zRwt3devmmpwAMVGIw7.jpg,en,6.7471000000000005,3.347,41.807,https://www.youtube.com/watch?v=xEN2egITyQo
45,Killers of the Flower Moon,2023,['Martin Scorsese'],"['Leonardo DiCaprio', 'Robert De Niro', 'Jesse Plemons', 'John Lithgow', 'Brendan Fraser', 'Lily Gladstone', 'Tantoo Cardinal', 'Cara Jade Myers', 'Janae Collins', 'Jillian Dion']","Au début du XXe siècle, le pétrole a apporté la fortune au peuple osage qui, du jour au lendemain, est devenu l’un des plus riches du monde. La richesse de ces Amérindiens attire aussitôt la convoitise de Blancs peu recommandables qui intriguent, soutirent et volent autant d’argent osage que possible avant de recourir au meurtre…","['Crime', 'History', 'Drama']",206,7.6,265160,https://image.tmdb.org/t/p/original/t51ReMWxWcAOqKrGKw29OK2WhNz.jpg,en,23.1185,21.467,73.224,https://www.youtube.com/watch?v=GhEAWbIAQRY
46,The Creator,2023,['Gareth Edwards'],"['John David Washington', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Amar Chadha-Patel', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney']","Alors qu'une future guerre entre la race humaine et l'intelligence artificielle fait rage, l'ancien agent des forces spéciales Joshua est recruté pour traquer et tuer le Créateur, l'insaisissable architecte de l'IA avancée.","['Action', 'Adventure', 'Science Fiction']",133,6.7,175596,https://image.tmdb.org/t/p/original/pP1cyoXFc5Br1Sg21uORSN49yyu.jpg,en,9.27575,0.664,56.485,https://www.youtube.com/watch?v=nW3bhlCTVj4
47,Nimona,2023,"['Nick Bruno', 'Troy Quane']","['Riz Ahmed', 'Eugene Lee Yang', 'Beck Bennett', 'RuPaul', 'Julio Torres', 'Chloë Grace Moretz', 'Frances Conroy', 'Lorraine Toussaint', 'Indya Moore', 'Sarah Sherman']","Pour se disculper, un chevalier accusé d'un crime tragique fait équipe avec une adolescente bagarreuse et métamorphe qui pourrait bien être le monstre qu'il a juré de détruire.","['Adventure', 'Animation', 'Fantasy', 'Family', 'Action', 'Science Fiction']",101,7.5,53727,https://image.tmdb.org/t/p/original/9n0Zahi1SJwaqMB4FyQ7nOE9uT0.jpg,en,13.8906,4.1205,32.612,https://www.youtube.com/watch?v=L5jgsEKsFpE
48,Super Mario Bros. le film,2023,"['Aaron Horvath', 'Michael Jelenic']","['Chris Pratt', 'Charlie Day', 'Jack Black', 'Kevin Michael Richardson', 'Khary Payton', 'Charles Martinet', 'Charles Martinet', 'Sebastian Maniscalco', 'Rino Romano', 'John DiMaggio', 'Anya Taylor-Joy']","Alors qu’ils tentent de réparer une canalisation souterraine, Mario et son frère Luigi, tous deux plombiers, se retrouvent plongés dans un nouvel univers féerique à travers un mystérieux conduit. Mais lorsque les deux frères sont séparés, Mario s’engage dans une aventure trépidante pour retrouver Luigi. Dans sa quête, il peut compter sur l’aide du champignon Toad, habitant du Royaume Champignon, et les conseils avisés, en matière de techniques de combat, de la Princesse Peach, guerrière déterminée à la tête du Royaume. C’est ainsi que Mario réussit à mobiliser ses propres forces pour aller au bout de sa mission.","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",92,7.0,253559,https://image.tmdb.org/t/p/original/ahMxyHMSJXingQr4yJBMzMU9k42.jpg,en,19.555818181818186,2.0945,169.367,https://www.youtube.com/watch?v=2PBG6Djr7gQ
49,Tyler Rake 2,2023,['Sam Hargrave'],"['Chris Hemsworth', 'Adam Bessa', 'Tornike Gogrichiani', 'Tornike Gogrichiani', 'Demetre Kavelashvili', 'Tornike Bziava', 'Giga Shavadze', 'Andro Japaridze', 'Mariami Kovziashvili', 'Golshifteh Farahani', 'Tinatin Dalakishvili']","Ayant échappé de peu à la mort, l'intrépide mercenaire Tyler Rake revient pour une nouvelle mission périlleuse : extraire de prison la famille d'un impitoyable gangster.","['Action', 'Thriller']",122,7.0,157605,https://image.tmdb.org/t/p/original/4nRevDnwDYSsJr0X3VOLHOmRoqq.jpg,en,8.473545454545455,5.638,60.47,https://www.youtube.com/watch?v=Lc2mwVUuGn8
50,Kandahar,2023,['Ric Roman Waugh'],"['Tom Rhys Harries', 'Farhad Bagheri', 'Gerard Butler', 'Mitchell LaFortune', 'Mark Arnold', 'Bahador Foladi', 'Navid Negahban', 'Nina Toussaint-White', 'Rebecca Calder', 'Olivia-Mai Barrett']","Tom Harris est un agent secret de la CIA infiltré au Moyen-Orient. Une fuite des renseignements révèle son identité alors qu’il est en mission. Coincés au cœur d’un territoire hostile, Harris et son interprète afghan Kahil, doivent se frayer un chemin hors du désert jusqu’à Kandahar, leur point d’exfiltration, tout en échappant aux forces spéciales d’élite qui les pourchassent. La course contre la montre commence.","['Action', 'Thriller']",119,6.1,38251,https://image.tmdb.org/t/p/original/hqLzZSBM4HdhAFryhZiJuuXgtkb.jpg,en,7.2136,6.309,57.463,https://www.youtube.com/watch?v=2Om2efr4oZ4
51,Missing : Disparition inquiétante,2023,"['Nicholas D. Johnson', 'Will Merrick']","['Tim Griffin', 'Ken Leung', 'Ava Zaria Lee', 'Nia Long', 'Kimberly Cheng', 'Storm Reid', 'Amy Landecker', 'Megan Suri', 'Lisa Yamada', 'Sharar Ali-Speakes']","Quand sa mère disparaît lors de ses vacances en Colombie avec son nouveau compagnon, June cherche des réponses mais ses investigations sont entravées par la bureaucratie internationale. Coincée à Los Angeles, à des milliers de kilomètres de là, June utilise ingénieusement les dernières technologies à portée de main pour retrouver sa mère avant qu'il ne soit trop tard. Mais au fur et à mesure de son enquête numérique, elle se retrouve face à plus de mystères que d'explications… et quand June dévoile les secrets de sa mère, elle découvre qu'elle ne l'a jamais vraiment connue.","['Drama', 'Mystery', 'Thriller']",111,7.1,64225,https://image.tmdb.org/t/p/original/kmIAbZt2JMiiqoCfaGQEHCU7vGg.jpg,en,6.9144000000000005,2.634,26.027,https://www.youtube.com/watch?v=3gO-yRNuf6A
52,Donjons & Dragons : L'Honneur des voleurs,2023,"['John Francis Daley', 'Jonathan Goldstein']","['Chris Pine', 'Regé-Jean Page', 'Justice Smith', 'Hugh Grant', 'Kyle Hixon', 'Spencer Wilding', 'Michelle Rodriguez', 'Sophia Lillis', 'Chloe Coleman', 'Daisy Head']","Un voleur beau gosse, une bande d'aventuriers improbables entreprennent un casse épique pour récupérer une relique perdue. Les choses tournent mal lorsqu'ils s'attirent les foudres des mauvaises personnes.  Donjons & Dragons : L'honneur des voleurs transpose sur grand écran l'univers riche et l'esprit ludique du légendaire jeu de rôle à travers une aventure hilarante et pleine d'action.","['Adventure', 'Fantasy', 'Comedy']",134,7.2,246004,https://image.tmdb.org/t/p/original/mluzig5cwjFTLE2CiV7eg8c8CrX.jpg,en,18.8399,7.769500000000001,69.994,https://www.youtube.com/watch?v=CuFF7rzjybo
